No,Country,Latitude,Longitude,Crop,Year,Kg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
430,Argentina,-38.4161,-63.6167,Potatoes,1993,21031.4,591,26156,17.53
680,Argentina,-38.4161,-63.6167,Wheat,2009,1962.8,591,61586.56,18.09
610,Argentina,-38.4161,-63.6167,Sorghum,2005,5187.2,591,65437.73,17.83
500,Argentina,-38.4161,-63.6167,Soybeans,1997,1721.2,591,77691,18.54
700,Argentina,-38.4161,-63.6167,Maize,2011,6350.3,591,100424.62,17.93
701,Argentina,-38.4161,-63.6167,Potatoes,2011,28665.7,591,100424.62,17.58
615,Argentina,-38.4161,-63.6167,Wheat,2005,2635.6,591,65437.73,17.32
703,Argentina,-38.4161,-63.6167,"Rice, paddy",2011,6790.1,591,100424.62,17.58
740,Argentina,-38.4161,-63.6167,Soybeans,2013,2539.1,591,171945.54,16.88
741,Argentina,-38.4161,-63.6167,Sweet potatoes,2013,14749.8,591,171945.54,16.45
427,Argentina,-38.4161,-63.6167,Maize,1993,4355.2,591,26156,17.32
428,Argentina,-38.4161,-63.6167,Maize,1993,4355.2,591,26156,17.53
429,Argentina,-38.4161,-63.6167,Potatoes,1993,21031.4,591,26156,17.32
535,Argentina,-38.4161,-63.6167,Wheat,1999,2302.8,591,62831.39,17.15
496,Argentina,-38.4161,-63.6167,"Rice, paddy",1997,5370.3,591,77691,18.54
620,Argentina,-38.4161,-63.6167,Maize,2006,5903,591,65872.12,18.35
636,Argentina,-38.4161,-63.6167,Maize,2007,7665.5,591,81582.64,17.14
613,Argentina,-38.4161,-63.6167,Sweet potatoes,2005,15447.2,591,65437.73,17.32
614,Argentina,-38.4161,-63.6167,Sweet potatoes,2005,15447.2,591,65437.73,17.83
670,Argentina,-38.4161,-63.6167,Potatoes,2009,28443.9,591,61586.56,18.09
687,Argentina,-38.4161,-63.6167,"Rice, paddy",2010,5764.6,591,105915.04,17.33
688,Argentina,-38.4161,-63.6167,"Rice, paddy",2010,5764.6,591,105915.04,17.84
531,Argentina,-38.4161,-63.6167,Soybeans,1999,2445,591,62831.39,17.15
532,Argentina,-38.4161,-63.6167,Soybeans,1999,2445,591,62831.39,17.71
646,Argentina,-38.4161,-63.6167,Sweet potatoes,2007,14166.7,591,81582.64,17.14
647,Argentina,-38.4161,-63.6167,Wheat,2007,2623.4,591,81582.64,16.71
495,Argentina,-38.4161,-63.6167,"Rice, paddy",1997,5370.3,591,77691,18.29
648,Argentina,-38.4161,-63.6167,Wheat,2007,2623.4,591,81582.64,17.14
632,Argentina,-38.4161,-63.6167,Wheat,2006,2530.2,591,65872.12,18.35
621,Argentina,-38.4161,-63.6167,Potatoes,2006,28582.8,591,65872.12,18.1
602,Argentina,-38.4161,-63.6167,Cassava,2005,10000,591,65437.73,17.83
669,Argentina,-38.4161,-63.6167,Potatoes,2009,28443.9,591,61586.56,18.16
604,Argentina,-38.4161,-63.6167,Maize,2005,7358.7,591,65437.73,17.83
738,Argentina,-38.4161,-63.6167,Sorghum,2013,4085.2,591,171945.54,16.88
739,Argentina,-38.4161,-63.6167,Soybeans,2013,2539.1,591,171945.54,16.45
503,Argentina,-38.4161,-63.6167,Wheat,1997,2242.6,591,77691,18.29
492,Argentina,-38.4161,-63.6167,Maize,1997,4555.7,591,77691,18.54
493,Argentina,-38.4161,-63.6167,Potatoes,1997,26850.2,591,77691,18.29
494,Argentina,-38.4161,-63.6167,Potatoes,1997,26850.2,591,77691,18.54
675,Argentina,-38.4161,-63.6167,Soybeans,2009,1848,591,61586.56,18.16
676,Argentina,-38.4161,-63.6167,Soybeans,2009,1848,591,61586.56,18.09
631,Argentina,-38.4161,-63.6167,Wheat,2006,2530.2,591,65872.12,18.1
645,Argentina,-38.4161,-63.6167,Sweet potatoes,2007,14166.7,591,81582.64,16.71
611,Argentina,-38.4161,-63.6167,Soybeans,2005,2728.7,591,65437.73,17.32
603,Argentina,-38.4161,-63.6167,Maize,2005,7358.7,591,65437.73,17.32
612,Argentina,-38.4161,-63.6167,Soybeans,2005,2728.7,591,65437.73,17.83
630,Argentina,-38.4161,-63.6167,Sweet potatoes,2006,14347.8,591,65872.12,18.35
639,Argentina,-38.4161,-63.6167,"Rice, paddy",2007,6560.4,591,81582.64,16.71
640,Argentina,-38.4161,-63.6167,"Rice, paddy",2007,6560.4,591,81582.64,17.14
504,Argentina,-38.4161,-63.6167,Wheat,1997,2242.6,591,77691,18.54
689,Argentina,-38.4161,-63.6167,Sorghum,2010,4816.3,591,105915.04,17.33
628,Argentina,-38.4161,-63.6167,Soybeans,2006,2679.3,591,65872.12,18.35
501,Argentina,-38.4161,-63.6167,Sweet potatoes,1997,14566.2,591,77691,18.29
629,Argentina,-38.4161,-63.6167,Sweet potatoes,2006,14347.8,591,65872.12,18.1
426,Argentina,-38.4161,-63.6167,Cassava,1993,10000,591,26156,17.53
644,Argentina,-38.4161,-63.6167,Soybeans,2007,2971.2,591,81582.64,17.14
637,Argentina,-38.4161,-63.6167,Potatoes,2007,28676.5,591,81582.64,16.71
425,Argentina,-38.4161,-63.6167,Cassava,1993,10000,591,26156,17.32
616,Argentina,-38.4161,-63.6167,Wheat,2005,2635.6,591,65437.73,17.83
502,Argentina,-38.4161,-63.6167,Sweet potatoes,1997,14566.2,591,77691,18.54
605,Argentina,-38.4161,-63.6167,Potatoes,2005,28391.7,591,65437.73,17.32
758,Armenia,40.0691,45.0382,Potatoes,1996,12962.6,562,32,9.55
754,Armenia,40.0691,45.0382,Maize,1995,1826.1,562,23.9,9.76
769,Armenia,40.0691,45.0382,Maize,2000,2317.8,562,69.85,9.68
767,Armenia,40.0691,45.0382,Potatoes,1999,13061.8,562,60.38,10.11
766,Armenia,40.0691,45.0382,Maize,1999,4030.3,562,60.38,10.11
805,Armenia,40.0691,45.0382,Maize,2013,6711.4,562,278.72,11.08
800,Armenia,40.0691,45.0382,Potatoes,2011,19442.6,562,278.72,8.93
751,Armenia,40.0691,45.0382,Maize,1994,3266.7,562,23,8.84
792,Armenia,40.0691,45.0382,Wheat,2008,2432.2,562,218.2,9.51
798,Armenia,40.0691,45.0382,Wheat,2010,2119.2,562,278.72,11.31
793,Armenia,40.0691,45.0382,Maize,2009,5776.3,562,198.36,9.67
791,Armenia,40.0691,45.0382,Potatoes,2008,18909.6,562,218.2,9.51
768,Armenia,40.0691,45.0382,Wheat,1999,1946.6,562,60.38,10.11
771,Armenia,40.0691,45.0382,Wheat,2000,1667.9,562,69.85,9.68
799,Armenia,40.0691,45.0382,Maize,2011,5425.7,562,278.72,8.93
757,Armenia,40.0691,45.0382,Maize,1996,2223.9,562,32,9.55
770,Armenia,40.0691,45.0382,Potatoes,2000,8734.9,562,69.85,9.68
776,Armenia,40.0691,45.0382,Potatoes,2002,12281.4,562,88.77,9.41
788,Armenia,40.0691,45.0382,Potatoes,2007,18471.9,562,241.71,9.44
753,Armenia,40.0691,45.0382,Wheat,1994,1784.2,562,23,8.84
775,Armenia,40.0691,45.0382,Maize,2002,3738,562,88.77,9.41
780,Armenia,40.0691,45.0382,Wheat,2004,2341.6,562,204.77,9.55
759,Armenia,40.0691,45.0382,Wheat,1996,2356.9,562,32,9.55
777,Armenia,40.0691,45.0382,Wheat,2002,2387.7,562,88.77,9.41
796,Armenia,40.0691,45.0382,Maize,2010,4672.4,562,278.72,11.31
746,Armenia,40.0691,45.0382,Potatoes,1992,11130.1,562,8,7.44
747,Armenia,40.0691,45.0382,Wheat,1992,2160,562,8,7.44
752,Armenia,40.0691,45.0382,Potatoes,1994,13119.5,562,23,8.84
794,Armenia,40.0691,45.0382,Potatoes,2009,18549.6,562,198.36,9.67
774,Armenia,40.0691,45.0382,Wheat,2001,2226.3,562,79.31,10.18
761,Armenia,40.0691,45.0382,Potatoes,1997,10936.2,562,41.46,9.1
762,Armenia,40.0691,45.0382,Wheat,1997,1700.9,562,41.46,9.1
790,Armenia,40.0691,45.0382,Maize,2008,5342.4,562,218.2,9.51
778,Armenia,40.0691,45.0382,Maize,2004,6179.1,562,204.77,9.55
789,Armenia,40.0691,45.0382,Wheat,2007,2583.7,562,241.71,9.44
806,Armenia,40.0691,45.0382,Potatoes,2013,21529,562,278.72,11.08
765,Armenia,40.0691,45.0382,Wheat,1998,2065.1,562,50.92,10.28
745,Armenia,40.0691,45.0382,Maize,1992,3234.4,562,8,7.44
748,Armenia,40.0691,45.0382,Maize,1993,3226.1,562,8,7.69
795,Armenia,40.0691,45.0382,Wheat,2009,2237.4,562,198.36,9.67
786,Armenia,40.0691,45.0382,Wheat,2006,1462.7,562,227.55,9.89
772,Armenia,40.0691,45.0382,Maize,2001,3791.3,562,79.31,10.18
756,Armenia,40.0691,45.0382,Wheat,1995,2548,562,23.9,9.76
749,Armenia,40.0691,45.0382,Potatoes,1993,13441.6,562,8,7.69
750,Armenia,40.0691,45.0382,Wheat,1993,2225.7,562,8,7.69
755,Armenia,40.0691,45.0382,Potatoes,1995,13119.6,562,23.9,9.76
807,Armenia,40.0691,45.0382,Wheat,2013,3127.3,562,278.72,11.08
779,Armenia,40.0691,45.0382,Potatoes,2004,16150.9,562,204.77,9.55
797,Armenia,40.0691,45.0382,Potatoes,2010,17014.6,562,278.72,11.31
785,Armenia,40.0691,45.0382,Potatoes,2006,16341.8,562,227.55,9.89
801,Armenia,40.0691,45.0382,Wheat,2011,2880,562,278.72,8.93
773,Armenia,40.0691,45.0382,Potatoes,2001,11461.9,562,79.31,10.18
760,Armenia,40.0691,45.0382,Maize,1997,4554.8,562,41.46,9.1
783,Armenia,40.0691,45.0382,Wheat,2005,2025.2,562,220.51,9.58
764,Armenia,40.0691,45.0382,Potatoes,1998,13440.9,562,50.92,10.28
802,Armenia,40.0691,45.0382,Maize,2012,6221.5,562,278.72,10.2
787,Armenia,40.0691,45.0382,Maize,2007,5326.2,562,241.71,9.44
784,Armenia,40.0691,45.0382,Maize,2006,3327.1,562,227.55,9.89
763,Armenia,40.0691,45.0382,Maize,1998,2608.2,562,50.92,10.28
781,Armenia,40.0691,45.0382,Maize,2005,4469.2,562,220.51,9.58
782,Armenia,40.0691,45.0382,Potatoes,2005,16445.9,562,220.51,9.58
804,Armenia,40.0691,45.0382,Wheat,2012,2601,562,278.72,10.2
803,Armenia,40.0691,45.0382,Potatoes,2012,20715.1,562,278.72,10.2
1661,Australia,-25.2744,133.7751,"Rice, paddy",2011,9544.1,534,47632.99,19.88
1275,Australia,-25.2744,133.7751,Maize,2001,4647.1,534,32710,17.85
1663,Australia,-25.2744,133.7751,"Rice, paddy",2011,9544.1,534,47632.99,14.19
1662,Australia,-25.2744,133.7751,"Rice, paddy",2011,9544.1,534,47632.99,12.16
1088,Australia,-25.2744,133.7751,Soybeans,1996,1874,534,31185,19.13
869,Australia,-25.2744,133.7751,Sorghum,1991,1986.5,534,17866,20.29
1664,Australia,-25.2744,133.7751,"Rice, paddy",2011,9544.1,534,47632.99,19.99
1660,Australia,-25.2744,133.7751,"Rice, paddy",2011,9544.1,534,47632.99,16.9
1274,Australia,-25.2744,133.7751,Maize,2001,4647.1,534,32710,18.39
1695,Australia,-25.2744,133.7751,Maize,2012,6465.4,534,48687.88,17.47
944,Australia,-25.2744,133.7751,Potatoes,1993,29098.1,534,23899,18.03
945,Australia,-25.2744,133.7751,Potatoes,1993,29098.1,534,23899,17.42
1276,Australia,-25.2744,133.7751,Potatoes,2001,32863.3,534,32710,16.63
1673,Australia,-25.2744,133.7751,Soybeans,2011,1713.6,534,47632.99,19.88
1696,Australia,-25.2744,133.7751,Potatoes,2012,38259.2,534,48687.88,16.84
1212,Australia,-25.2744,133.7751,Soybeans,1999,2266.7,534,34200,12.1
1279,Australia,-25.2744,133.7751,Potatoes,2001,32863.3,534,32710,14.18
862,Australia,-25.2744,133.7751,"Rice, paddy",1991,8842.7,534,17866,16.78
1277,Australia,-25.2744,133.7751,Potatoes,2001,32863.3,534,32710,20.21
1278,Australia,-25.2744,133.7751,Potatoes,2001,32863.3,534,32710,12.29
1273,Australia,-25.2744,133.7751,Maize,2001,4647.1,534,32710,14.18
1272,Australia,-25.2744,133.7751,Maize,2001,4647.1,534,32710,12.29
1693,Australia,-25.2744,133.7751,Maize,2012,6465.4,534,48687.88,14.27
1694,Australia,-25.2744,133.7751,Maize,2012,6465.4,534,48687.88,19.55
1015,Australia,-25.2744,133.7751,Wheat,1994,1135.6,534,21057,13.52
1017,Australia,-25.2744,133.7751,Wheat,1994,1135.6,534,21057,17.36
1659,Australia,-25.2744,133.7751,Potatoes,2011,35088.7,534,47632.99,17.71
1121,Australia,-25.2744,133.7751,Sorghum,1997,2619.5,534,34091,20.16
1122,Australia,-25.2744,133.7751,Sorghum,1997,2619.5,534,34091,12.13
1123,Australia,-25.2744,133.7751,Sorghum,1997,2619.5,534,34091,13.93
946,Australia,-25.2744,133.7751,"Rice, paddy",1993,7640,534,23899,16.71
1665,Australia,-25.2744,133.7751,"Rice, paddy",2011,9544.1,534,47632.99,17.71
863,Australia,-25.2744,133.7751,"Rice, paddy",1991,8842.7,534,17866,20.29
1270,Australia,-25.2744,133.7751,Maize,2001,4647.1,534,32710,16.63
1283,Australia,-25.2744,133.7751,"Rice, paddy",2001,9307.1,534,32710,20.21
898,Australia,-25.2744,133.7751,Potatoes,1992,28922,534,22234,15.78
866,Australia,-25.2744,133.7751,"Rice, paddy",1991,8842.7,534,17866,18.73
867,Australia,-25.2744,133.7751,"Rice, paddy",1991,8842.7,534,17866,17.85
868,Australia,-25.2744,133.7751,Sorghum,1991,1986.5,534,17866,16.78
1672,Australia,-25.2744,133.7751,Soybeans,2011,1713.6,534,47632.99,16.9
955,Australia,-25.2744,133.7751,Sorghum,1993,1283.4,534,23899,13.81
956,Australia,-25.2744,133.7751,Sorghum,1993,1283.4,534,23899,18.03
870,Australia,-25.2744,133.7751,Sorghum,1991,1986.5,534,17866,12.22
1124,Australia,-25.2744,133.7751,Sorghum,1997,2619.5,534,34091,18.94
1125,Australia,-25.2744,133.7751,Sorghum,1997,2619.5,534,34091,17.51
1126,Australia,-25.2744,133.7751,Soybeans,1997,1897.4,534,34091,16.48
1666,Australia,-25.2744,133.7751,Sorghum,2011,3055.8,534,47632.99,16.9
1271,Australia,-25.2744,133.7751,Maize,2001,4647.1,534,32710,20.21
1692,Australia,-25.2744,133.7751,Maize,2012,6465.4,534,48687.88,11.79
964,Australia,-25.2744,133.7751,Sweet potatoes,1993,13270.2,534,23899,16.71
965,Australia,-25.2744,133.7751,Sweet potatoes,1993,13270.2,534,23899,20.19
966,Australia,-25.2744,133.7751,Sweet potatoes,1993,13270.2,534,23899,11.84
1697,Australia,-25.2744,133.7751,Potatoes,2012,38259.2,534,48687.88,20.08
1698,Australia,-25.2744,133.7751,Potatoes,2012,38259.2,534,48687.88,11.79
1215,Australia,-25.2744,133.7751,Soybeans,1999,2266.7,534,34200,17.55
1699,Australia,-25.2744,133.7751,Potatoes,2012,38259.2,534,48687.88,14.27
1700,Australia,-25.2744,133.7751,Potatoes,2012,38259.2,534,48687.88,19.55
1280,Australia,-25.2744,133.7751,Potatoes,2001,32863.3,534,32710,18.39
1702,Australia,-25.2744,133.7751,"Rice, paddy",2012,8909.8,534,48687.88,16.84
1690,Australia,-25.2744,133.7751,Maize,2012,6465.4,534,48687.88,16.84
1691,Australia,-25.2744,133.7751,Maize,2012,6465.4,534,48687.88,20.08
1282,Australia,-25.2744,133.7751,"Rice, paddy",2001,9307.1,534,32710,16.63
887,Australia,-25.2744,133.7751,Wheat,1991,1469.8,534,17866,20.29
888,Australia,-25.2744,133.7751,Wheat,1991,1469.8,534,17866,12.22
1284,Australia,-25.2744,133.7751,"Rice, paddy",2001,9307.1,534,32710,12.29
1016,Australia,-25.2744,133.7751,Wheat,1994,1135.6,534,21057,19.17
1120,Australia,-25.2744,133.7751,Sorghum,1997,2619.5,534,34091,16.48
1314,Australia,-25.2744,133.7751,Maize,2002,5492.9,534,26651,12.31
1315,Australia,-25.2744,133.7751,Maize,2002,5492.9,534,26651,14.08
1316,Australia,-25.2744,133.7751,Maize,2002,5492.9,534,26651,18.93
1317,Australia,-25.2744,133.7751,Maize,2002,5492.9,534,26651,17.73
1318,Australia,-25.2744,133.7751,Potatoes,2002,35135.8,534,26651,16.63
1319,Australia,-25.2744,133.7751,Potatoes,2002,35135.8,534,26651,20.38
1127,Australia,-25.2744,133.7751,Soybeans,1997,1897.4,534,34091,20.16
864,Australia,-25.2744,133.7751,"Rice, paddy",1991,8842.7,534,17866,12.22
865,Australia,-25.2744,133.7751,"Rice, paddy",1991,8842.7,534,17866,13.77
1669,Australia,-25.2744,133.7751,Sorghum,2011,3055.8,534,47632.99,14.19
1670,Australia,-25.2744,133.7751,Sorghum,2011,3055.8,534,47632.99,19.99
1671,Australia,-25.2744,133.7751,Sorghum,2011,3055.8,534,47632.99,17.71
1133,Australia,-25.2744,133.7751,Sweet potatoes,1997,24444.4,534,34091,20.16
1134,Australia,-25.2744,133.7751,Sweet potatoes,1997,24444.4,534,34091,12.13
1135,Australia,-25.2744,133.7751,Sweet potatoes,1997,24444.4,534,34091,13.93
1136,Australia,-25.2744,133.7751,Sweet potatoes,1997,24444.4,534,34091,18.94
1137,Australia,-25.2744,133.7751,Sweet potatoes,1997,24444.4,534,34091,17.51
1138,Australia,-25.2744,133.7751,Wheat,1997,1841.2,534,34091,16.48
1139,Australia,-25.2744,133.7751,Wheat,1997,1841.2,534,34091,20.16
1140,Australia,-25.2744,133.7751,Wheat,1997,1841.2,534,34091,12.13
1141,Australia,-25.2744,133.7751,Wheat,1997,1841.2,534,34091,13.93
1142,Australia,-25.2744,133.7751,Wheat,1997,1841.2,534,34091,18.94
1143,Australia,-25.2744,133.7751,Wheat,1997,1841.2,534,34091,17.51
875,Australia,-25.2744,133.7751,Soybeans,1991,1555.1,534,17866,20.29
876,Australia,-25.2744,133.7751,Soybeans,1991,1555.1,534,17866,12.22
1213,Australia,-25.2744,133.7751,Soybeans,1999,2266.7,534,34200,14.2
1214,Australia,-25.2744,133.7751,Soybeans,1999,2266.7,534,34200,19.28
879,Australia,-25.2744,133.7751,Soybeans,1991,1555.1,534,17866,17.85
880,Australia,-25.2744,133.7751,Sweet potatoes,1991,15114.2,534,17866,16.78
881,Australia,-25.2744,133.7751,Sweet potatoes,1991,15114.2,534,17866,20.29
1701,Australia,-25.2744,133.7751,Potatoes,2012,38259.2,534,48687.88,17.47
883,Australia,-25.2744,133.7751,Sweet potatoes,1991,15114.2,534,17866,13.77
1703,Australia,-25.2744,133.7751,"Rice, paddy",2012,8909.8,534,48687.88,20.08
1281,Australia,-25.2744,133.7751,Potatoes,2001,32863.3,534,32710,17.85
886,Australia,-25.2744,133.7751,Wheat,1991,1469.8,534,17866,16.78
897,Australia,-25.2744,133.7751,Maize,1992,5172.1,534,22234,16.89
1584,Australia,-25.2744,133.7751,Sorghum,2009,3509.6,534,38065.68,12.87
1585,Australia,-25.2744,133.7751,Sorghum,2009,3509.6,534,38065.68,14.65
1312,Australia,-25.2744,133.7751,Maize,2002,5492.9,534,26651,16.63
1313,Australia,-25.2744,133.7751,Maize,2002,5492.9,534,26651,20.38
941,Australia,-25.2744,133.7751,Potatoes,1993,29098.1,534,23899,20.19
942,Australia,-25.2744,133.7751,Potatoes,1993,29098.1,534,23899,11.84
943,Australia,-25.2744,133.7751,Potatoes,1993,29098.1,534,23899,13.81
904,Australia,-25.2744,133.7751,"Rice, paddy",1992,8834.6,534,22234,15.78
905,Australia,-25.2744,133.7751,"Rice, paddy",1992,8834.6,534,22234,19.79
906,Australia,-25.2744,133.7751,"Rice, paddy",1992,8834.6,534,22234,11.21
1320,Australia,-25.2744,133.7751,Potatoes,2002,35135.8,534,26651,12.31
1667,Australia,-25.2744,133.7751,Sorghum,2011,3055.8,534,47632.99,19.88
1668,Australia,-25.2744,133.7751,Sorghum,2011,3055.8,534,47632.99,12.16
1130,Australia,-25.2744,133.7751,Soybeans,1997,1897.4,534,34091,18.94
1131,Australia,-25.2744,133.7751,Soybeans,1997,1897.4,534,34091,17.51
1132,Australia,-25.2744,133.7751,Sweet potatoes,1997,24444.4,534,34091,16.48
813,Australia,-25.2744,133.7751,Maize,1990,4182.1,534,17866,17.47
814,Australia,-25.2744,133.7751,Potatoes,1990,28983.2,534,17866,16.8
915,Australia,-25.2744,133.7751,Sorghum,1992,2543.1,534,22234,16.89
916,Australia,-25.2744,133.7751,Soybeans,1992,2114.1,534,22234,15.78
957,Australia,-25.2744,133.7751,Sorghum,1993,1283.4,534,23899,17.42
958,Australia,-25.2744,133.7751,Soybeans,1993,1616.8,534,23899,16.71
959,Australia,-25.2744,133.7751,Soybeans,1993,1616.8,534,23899,20.19
960,Australia,-25.2744,133.7751,Soybeans,1993,1616.8,534,23899,11.84
961,Australia,-25.2744,133.7751,Soybeans,1993,1616.8,534,23899,13.81
962,Australia,-25.2744,133.7751,Soybeans,1993,1616.8,534,23899,18.03
963,Australia,-25.2744,133.7751,Soybeans,1993,1616.8,534,23899,17.42
924,Australia,-25.2744,133.7751,Sweet potatoes,1992,12754.8,534,22234,11.21
925,Australia,-25.2744,133.7751,Sweet potatoes,1992,12754.8,534,22234,13.31
877,Australia,-25.2744,133.7751,Soybeans,1991,1555.1,534,17866,13.77
878,Australia,-25.2744,133.7751,Soybeans,1991,1555.1,534,17866,18.73
968,Australia,-25.2744,133.7751,Sweet potatoes,1993,13270.2,534,23899,18.03
969,Australia,-25.2744,133.7751,Sweet potatoes,1993,13270.2,534,23899,17.42
970,Australia,-25.2744,133.7751,Wheat,1993,1965.8,534,23899,16.71
882,Australia,-25.2744,133.7751,Sweet potatoes,1991,15114.2,534,17866,12.22
972,Australia,-25.2744,133.7751,Wheat,1993,1965.8,534,23899,11.84
884,Australia,-25.2744,133.7751,Sweet potatoes,1991,15114.2,534,17866,18.73
885,Australia,-25.2744,133.7751,Sweet potatoes,1991,15114.2,534,17866,17.85
896,Australia,-25.2744,133.7751,Maize,1992,5172.1,534,22234,18.45
1011,Australia,-25.2744,133.7751,Sweet potatoes,1994,14096.1,534,21057,17.36
1012,Australia,-25.2744,133.7751,Wheat,1994,1135.6,534,21057,16.43
1013,Australia,-25.2744,133.7751,Wheat,1994,1135.6,534,21057,19.59
1014,Australia,-25.2744,133.7751,Wheat,1994,1135.6,534,21057,11.6
1119,Australia,-25.2744,133.7751,"Rice, paddy",1997,8326.3,534,34091,17.51
1152,Australia,-25.2744,133.7751,Potatoes,1998,32229.2,534,37215,12.46
1153,Australia,-25.2744,133.7751,Potatoes,1998,32229.2,534,37215,13.61
1154,Australia,-25.2744,133.7751,Potatoes,1998,32229.2,534,37215,18.9
1155,Australia,-25.2744,133.7751,Potatoes,1998,32229.2,534,37215,18.05
1156,Australia,-25.2744,133.7751,"Rice, paddy",1998,9425.6,534,37215,16.28
1157,Australia,-25.2744,133.7751,"Rice, paddy",1998,9425.6,534,37215,20.62
1158,Australia,-25.2744,133.7751,"Rice, paddy",1998,9425.6,534,37215,12.46
1128,Australia,-25.2744,133.7751,Soybeans,1997,1897.4,534,34091,12.13
1129,Australia,-25.2744,133.7751,Soybeans,1997,1897.4,534,34091,13.93
1161,Australia,-25.2744,133.7751,"Rice, paddy",1998,9425.6,534,37215,18.05
1162,Australia,-25.2744,133.7751,Sorghum,1998,2132.1,534,37215,16.28
1163,Australia,-25.2744,133.7751,Sorghum,1998,2132.1,534,37215,20.62
1164,Australia,-25.2744,133.7751,Sorghum,1998,2132.1,534,37215,12.46
1165,Australia,-25.2744,133.7751,Sorghum,1998,2132.1,534,37215,13.61
1166,Australia,-25.2744,133.7751,Sorghum,1998,2132.1,534,37215,18.9
1167,Australia,-25.2744,133.7751,Sorghum,1998,2132.1,534,37215,18.05
1168,Australia,-25.2744,133.7751,Soybeans,1998,1703.5,534,37215,16.28
1169,Australia,-25.2744,133.7751,Soybeans,1998,1703.5,534,37215,20.62
1170,Australia,-25.2744,133.7751,Soybeans,1998,1703.5,534,37215,12.46
1171,Australia,-25.2744,133.7751,Soybeans,1998,1703.5,534,37215,13.61
1172,Australia,-25.2744,133.7751,Soybeans,1998,1703.5,534,37215,18.9
1173,Australia,-25.2744,133.7751,Soybeans,1998,1703.5,534,37215,18.05
1174,Australia,-25.2744,133.7751,Sweet potatoes,1998,27692.3,534,37215,16.28
1175,Australia,-25.2744,133.7751,Sweet potatoes,1998,27692.3,534,37215,20.62
1176,Australia,-25.2744,133.7751,Sweet potatoes,1998,27692.3,534,37215,12.46
926,Australia,-25.2744,133.7751,Sweet potatoes,1992,12754.8,534,22234,18.45
967,Australia,-25.2744,133.7751,Sweet potatoes,1993,13270.2,534,23899,13.81
1179,Australia,-25.2744,133.7751,Sweet potatoes,1998,27692.3,534,37215,18.05
1180,Australia,-25.2744,133.7751,Wheat,1998,1915.3,534,37215,16.28
1181,Australia,-25.2744,133.7751,Wheat,1998,1915.3,534,37215,20.62
1182,Australia,-25.2744,133.7751,Wheat,1998,1915.3,534,37215,12.46
1183,Australia,-25.2744,133.7751,Wheat,1998,1915.3,534,37215,13.61
1184,Australia,-25.2744,133.7751,Wheat,1998,1915.3,534,37215,18.9
1185,Australia,-25.2744,133.7751,Wheat,1998,1915.3,534,37215,18.05
1514,Australia,-25.2744,133.7751,Sweet potatoes,2007,34623.7,534,32446.25,18.84
1515,Australia,-25.2744,133.7751,Sweet potatoes,2007,34623.7,534,32446.25,18.02
1516,Australia,-25.2744,133.7751,Wheat,2007,917.3,534,32446.25,17.49
1517,Australia,-25.2744,133.7751,Wheat,2007,917.3,534,32446.25,20.31
1518,Australia,-25.2744,133.7751,Wheat,2007,917.3,534,32446.25,12.83
1519,Australia,-25.2744,133.7751,Wheat,2007,917.3,534,32446.25,14.99
1520,Australia,-25.2744,133.7751,Wheat,2007,917.3,534,32446.25,18.84
1521,Australia,-25.2744,133.7751,Wheat,2007,917.3,534,32446.25,18.02
1285,Australia,-25.2744,133.7751,"Rice, paddy",2001,9307.1,534,32710,14.18
1286,Australia,-25.2744,133.7751,"Rice, paddy",2001,9307.1,534,32710,18.39
1287,Australia,-25.2744,133.7751,"Rice, paddy",2001,9307.1,534,32710,17.85
1288,Australia,-25.2744,133.7751,Sorghum,2001,2553.9,534,32710,16.63
1289,Australia,-25.2744,133.7751,Sorghum,2001,2553.9,534,32710,20.21
1159,Australia,-25.2744,133.7751,"Rice, paddy",1998,9425.6,534,37215,13.61
1160,Australia,-25.2744,133.7751,"Rice, paddy",1998,9425.6,534,37215,18.9
809,Australia,-25.2744,133.7751,Maize,1990,4182.1,534,17866,20.06
810,Australia,-25.2744,133.7751,Maize,1990,4182.1,534,17866,12.11
811,Australia,-25.2744,133.7751,Maize,1990,4182.1,534,17866,14.16
812,Australia,-25.2744,133.7751,Maize,1990,4182.1,534,17866,18.05
1354,Australia,-25.2744,133.7751,Maize,2004,5632.6,534,36276,16.64
1355,Australia,-25.2744,133.7751,Maize,2004,5632.6,534,36276,20.42
815,Australia,-25.2744,133.7751,Potatoes,1990,28983.2,534,17866,20.06
816,Australia,-25.2744,133.7751,Potatoes,1990,28983.2,534,17866,12.11
1564,Australia,-25.2744,133.7751,Maize,2009,5817.1,534,38065.68,17.39
1565,Australia,-25.2744,133.7751,Maize,2009,5817.1,534,38065.68,20.65
1566,Australia,-25.2744,133.7751,Maize,2009,5817.1,534,38065.68,12.87
1567,Australia,-25.2744,133.7751,Maize,2009,5817.1,534,38065.68,14.65
1568,Australia,-25.2744,133.7751,Maize,2009,5817.1,534,38065.68,19.01
1569,Australia,-25.2744,133.7751,Maize,2009,5817.1,534,38065.68,18.18
1570,Australia,-25.2744,133.7751,Potatoes,2009,36174.7,534,38065.68,17.39
1571,Australia,-25.2744,133.7751,Potatoes,2009,36174.7,534,38065.68,20.65
