index,BVDV_result,IgG_Status,Species,abdomen_pingsounds,abdomenauscultation_notes,age_units,age_weeks,age,anaplasma_centrale_result,anaplasma_marginale_result,attitude,babesia_bigemina_result,babesia_bovis_result,bedding,bedding_dryandclean,birth_witness,birthlocation,breed_name,breed,calf_bcs,calfgrouphousing_enoughspace,calfhousedwithdam,calfhousewithotherlivestock,coccidia_result,coccidia_species_result,colostrumwithin24hours,continuousaccesstodamfirst24hours,corona_result,cough_score,coughing,crackles,crypto_result,dam_ageparturition_years,dam_alive,dam_bcs1to5,dam_deathwithin2weeksparturition,dam_milkyield_liters,dam_motheringinstinct,dam_vaccines2monthsbeforedelivery,dam_vaccines_type,district,ear_score,ecoli_result,eye_score,fecal_score_Y1Y2,feces_blood,feedingfrequency,feedmilkormilkreplacer,feedmilkormilkreplacer_liters,generalnotes,heart_abnormalsounds,heart_rate_perminute,housingseparatefromherd,increased_respiratoryeffort,jointsexam,jointsexam_notes,kebele,lungsounds_muffled,m_hemolytica_result,medicationsincebirth,medicationsincebirth_dewormer,medicationsincebirth_oralelectrolytes,medicationsincebirth_other,medicationsincebirth_vitamins,nasaldischarge_score,navel,naveldesinfection,navelexam_notes,p_multocida_result,parasitology_other_result,parity,peristalticsounds_increased,proceduredone_branding,proceduredone_castration,proceduredone_dehorning,proceduredone_earnotch,proceduredone_taildocking,prod_system,reasonnocolostrumfedwithin24hours,rectal_temp,rectal_temp_score,respiratory_rate_perminute,result_ADV,result_BRSV,result_IBR,result_IgG,result_IgG_concentration,result_PIV3,result_RID,result_ascaris,result_fasciola,result_monezia,result_paramphistom,result_salmonella_enterica,result_schistosoma,result_strongly,result_trichuris,rota_result,ruminalcontractions_perminute,sex,signsofillness_birthdefects,signsofillness_bleedingorifices,signsofillness_bloat,signsofillness_circling,signsofillness_cloudyeyes,signsofillness_collapse,signsofillness_cough,signsofillness_diarrhea_notbloody,signsofillness_difficulturination,signsofillness_difficultybreathing,signsofillness_headtilt,signsofillness_lameness,signsofillness_nasaldischarge,signsofillness_navelinfection,signsofillness_notsuckling,signsofillness_oculardischarge,signsofillness_other,signsofillness_predation,signsofillness_sincebirth,signsofillness_straindefecate,signsofillness_swollenjoints,signsofillness_trauma,sire,supplementalfeed,supplementalfeed_frequency,test_kit,thoracicauscultation_notes,timeofbirth,typedelivery,typeofvaccinesreceived,vaccinationssincebirth,watergiven,watergiven_frequency,watergiven_independentwatertrough,weaned,weaned_accesstowater_hours_rainyseason,weaned_agemonths,weaned_concentratefed_dryseason,weaned_concentratefed_rainyseason,weaned_grazinghours_dryseason,weaned_grazinghours_rainyseason,weaned_hay_dryseason,weaned_hay_rainyseason,wheezes,year
265,,,,,,months,8,2,,,Bright/Alert,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,0,no,,,8,yes,3,no,9,good,yes,anthrax vaccine,Gondar,0,,,2,no,Twice/day,yes milk,less than half liter,NORMAL,,76,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,2,,no,no,no,no,no,Peri-urban,,39,2,32,,,1,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
266,,,,,,months,4,1,,,Bright/Alert,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,1,no,,,10,yes,2,no,8,good,yes,anthrax vaccine,Gondar,0,,,2,no,Twice/day,yes milk,less than half liter,NORMAL,,76,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,4,,no,no,no,no,no,Peri-urban,,37.8,0,36,,,0,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
267,,,,,,months,16,4,,,Bright/Alert,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,0,no,,,9,yes,4,no,4,good,yes,anthrax vaccine,Gondar,0,,,2,no,Twice/day,yes milk,less than half liter,NORMAL,,80,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,3,,no,no,no,no,no,Peri-urban,,39.4,3,32,,,0,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
268,,,,,,months,12,3,,,Bright/Alert,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,no,yes,,0,no,,,10,yes,3,no,2,good,yes,anthrax vaccine,Gondar,0,,,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,92,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,3,,no,no,no,no,no,Peri-urban,,39.1,2,28,,,0,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
269,,,,,,weeks,2,2,,,Bright/Alert,,,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,0,no,,,7,yes,3,no,6,good,yes,anthrax vaccine,Gondar,0,,,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,68,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,2,,no,no,no,no,no,Peri-urban,,38.8,1,32,,,1,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,no,twice a day,,Normal respiratory sound and heart beat,night,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
270,,,,,,months,16,4,,,Bright/Alert,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,1,no,,,8,yes,3,no,6,good,yes,anthrax vaccine,Gondar,0,,,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,100,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,3,,no,no,no,no,no,Peri-urban,,38.9,2,28,,,0,,,,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
271,,,,,,months,12,3,,,Depressed/Lethargic,,,yes,yes,yes,In barn,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,0,no,,,9,yes,3,no,6,good,yes,anthrax vaccine,Gondar,0,,,2,no,Twice/day,yes milk,half to 1 liter,NORMAL,,76,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,3,,no,no,no,no,no,Peri-urban,,39.6,3,32,,,0,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
272,,,,,,months,12,3,,,Bright/Alert,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,0,no,,,10,yes,3,no,8,good,yes,anthrax vaccine,Gondar,0,,,0,no,Twice/day,yes milk,half to 1 liter,NORMAL,,72,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,4,,no,no,no,no,no,Peri-urban,,39.7,3,28,1,1,1,,,1,,,,,,,,,,,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
273,,,,,,months,12,3,,,Bright/Alert,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,0,no,,,9,yes,3,no,8,good,yes,anthrax vaccine,Gondar,0,,,0,no,Twice/day,yes milk,half to 1 liter,NORMAL,,104,yes,0,normal,Normal,,,,no,no,no,NR,no,0,normal,no,,,,4,,no,no,no,no,no,Peri-urban,,39.6,3,36,0,0,0,,,0,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,Normal respiratory sound and heart beat,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,no,1
274,,,,,,,,,,,Bright/Alert,,,,,,,,,,,,,,,,,,0,no,,,,,,,,,,,Gondar,0,,,2,no,,,,NORMAL,,104,,0,normal,Normal,,,,,,,,,0,normal,,,,,,,,,,,,Peri-urban,,39.2,2,36,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal respiratory sound and heart beat,,,,,,,,,,,,,,,,,no,1
275,,,,,,,,,,,Bright/Alert,,,,,,,,,,,,,,,,,,0,no,,,,,,,,,,,Gondar,0,,,0,no,,,,NORMAL,,76,,0,normal,Normal,,,,,,,,,0,normal,,,,,,,,,,,,Peri-urban,,39.1,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Normal respiratory sound and heart beat,,,,,,,,,,,,,,,,,no,1
276,,,,,,,,,,,Bright/Alert,,,,,,,,,,,,,,,,,,0,no,,,,,,,,,,,Gondar,0,,,0,no,,,,NORMAL,,120,,0,normal,Normal,,,,,,,,,0,normal,,,,,,,,,,,,Peri-urban,,39,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,normal respiratorysound and increased heart beat,,,,,,,,,,,,,,,,,no,1
277,,,,,,months,12,3,0,0,,0,0,no,no,yes,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,0,,,,0,6,yes,2,no,6,good,yes,anthrax vaccine,Gondar,,0,,,,Twice/day,yes milk,half to 1 liter,,,,yes,,,,,,,no,no,no,NR,no,,,no,,,,1,,no,no,no,no,no,Peri-urban,,,,,1,1,1,,,1,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Live Cover,yes,twice a day,,,night,normal,,no,yes,once a day,no,no,2 times per day,,,,,,,,,1
278,,,,,,months,8,2,0,0,,0,0,no,no,no,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,yes,0,,,,0,6,yes,2,no,6,good,yes,anthrax vaccine,Gondar,,0,,,,Twice/day,yes milk,half to 1 liter,,,,yes,,,,,,,no,no,no,NR,no,,,no,,,,1,,no,no,no,no,no,Peri-urban,,,,,,,0,,,,,,,,,,,,,0,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,no,no,2 times per day,,,,,,,,,1
279,,,,,,months,4,1,0,0,,0,0,no,no,no,In barn,Holstein,Improved/Crossbred,,no,no,no,,,yes,no,0,,,,0,10,yes,2,no,8,good,yes,anthrax vaccine,Gondar,,0,,,,Twice/day,yes milk,half to 1 liter,,,,yes,,,,,,,no,no,no,NR,no,,,no,,,,3,,no,no,no,no,no,Peri-urban,,,,,1,1,0,,,1,,,,,,,,,,0,,Male,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Live Cover,yes,twice a day,,,day,normal,,no,yes,once a day,no,no,2 times per day,,,,,,,,,1
280,,,,,,months,8,2,,,,,,yes,yes,yes,Outside,Holstein,Improved/Crossbred,,yes,no,no,,,yes,yes,,,,,,8,yes,3,no,6,good,yes,anthrax vaccine,Gondar,,,,,,Twice/day,yes milk,half to 1 liter,,,,yes,,,,,,,no,no,no,NR,no,,,no,,,,3,,no,no,no,no,no,Peri-urban,,,,,,,0,,,,,,,,,,,,,,,Female,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,NR,no,no,no,no,no,Artificial Insemination,yes,twice a day,,,day,normal,,no,yes,twice a day,no,no,2 times per day,,,,,,,,,1
281,,,,,,weeks,3,3,,,,,,yes,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,no,1,,,,0,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,,,,,4,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,no,,,,,,,,,,2
282,,,,,,weeks,4,4,,,,,,yes,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,no,1,,,,1,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,6,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,assisted/dystocia,,,,,,no,,,,,,,,,,2
283,,,,,,weeks,12,12,,,,,,yes,yes,,Same cow barn,,Improved/Crossbred,Good,,,,1,e.zurnii,yes,no,0,,,,0,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,2,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,yes,,,,,,,,,,2
284,,,,,,weeks,3,3,,,,,,yes,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,no,1,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,5,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,no,,,,,,,,,,2
285,,,,,,weeks,8,8,,,,,,yes,yes,,Same cow barn,,Improved/Crossbred,Poor,,,,0,,yes,no,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,8,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,yes,,,,,,,,,,2
286,,,,,,weeks,5,5,,,,,,no,yes,,Calving pen,,Improved/Crossbred,Poor,,,,0,,yes,no,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,15,,,,,,,,,,no,,,,5,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,no,,,,,,,,,,2
287,,,,,,weeks,0.5,0.5,,,,,,yes,yes,,Calving pen,,Improved/Crossbred,Medium,,,,0,,yes,no,0,,,,1,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,6,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,no,,,,,,,,,,2
288,,,,,,weeks,4,4,,,,,,yes,yes,,Calving pen,,Improved/Crossbred,Good,,,,0,,yes,no,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,2,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,no,,,,,,,,,,2
289,,,,,,weeks,3,3,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.bovis,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,no,,,,1,,,,,,,,,,no,,,,5,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,1,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,no,,,,,,,,,,2
290,,,,,,weeks,3,3,,,,,,yes,yes,,Calving pen,,Improved/Crossbred,Poor,,,,0,,yes,no,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,8,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,no,,,,,,,,,,2
291,,,,,,weeks,1,1,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.zurnii,yes,yes,0,,,,1,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,16,,,,,,,,,,no,,,,3,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,no,,,,,,,,,,2
292,,,,,,weeks,1,1,,,,,,yes,yes,,Calving pen,,Improved/Crossbred,Medium,,,,0,,yes,no,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,4,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,no,,,,,,,,,,2
293,,,,,,weeks,1,1,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,16,,,,,,,,,,no,,,,5,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,no,,,,,,,,,,2
294,,,,,,weeks,1,1,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.bovis,yes,yes,0,,,,1,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,16,,,,,,,,,,no,,,,6,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,no,,,,,,,,,,2
295,,,,,,weeks,1.5,1.5,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,16,,,,,,,,,,no,,,,3,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,no,,,,,,,,,,2
296,,,,,,weeks,1,1,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Good,,,,0,,yes,yes,,,,,,,,,,,,,,Gondar,,,,2,,Twice/day,yes milk,,,,,,,,,16,,,,,,,,,,no,,,,,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,,,,,,,no,,,,,,,,,,2
297,,,,,,weeks,8,8,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.zurnii,yes,yes,0,,,,0,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,4,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,1,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,yes,,,,,,,,,,2
298,,,,,,weeks,5,5,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,5,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,yes,,,,,,,,,,2
299,,,,,,weeks,10,10,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,1,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,assisted/dystocia,,,,,,yes,,,,,,,,,,2
300,,,,,,weeks,10,10,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,4,,,,,,,,,,no,,,,2,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,yes,,,,,,,,,,2
301,,,,,,weeks,12,12,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,4,,,,,,,,,,no,,,,3,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,yes,,,,,,,,,,2
302,,,,,,weeks,9,9,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,2,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,yes,,,,,,,,,,2
303,,,,,,weeks,0.5,0.5,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.bovis,yes,yes,0,,,,0,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,4,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,1,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,no,,,,,,,,,,2
304,,,,,,weeks,0.5,0.5,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.bovis,yes,yes,0,,,,0,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,4,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,1,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,no,,,,,,,,,,2
305,,,,,,weeks,10,10,,,,,,no,yes,,Calving pen,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,1,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,yes,,,,,,,,,,2
306,,,,,,weeks,10,10,,,,,,no,yes,,Calving pen,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,18,,,,,,,,,,no,,,,1,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,yes,,,,,,,,,,2
307,,,,,,weeks,3,3,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,5,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,no,,,,,,,,,,2
308,,,,,,weeks,4,4,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.bovis,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,4,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,no,,,,,,,,,,2
309,,,,,,weeks,2,2,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,no,0,,,,0,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,1,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,no,,,,,,,,,,2
310,,,,,,weeks,4,4,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Good,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,2,,Twice/day,yes milk,,,,,yes,,,,6,,,,,,,,,,no,,,,2,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,yes,,,,,,,,,,2
311,,,,,,weeks,7,7,,,,,,no,yes,,Calving pen,,Improved/Crossbred,Medium,,,,0,,yes,yes,,,,,,,,,,,,,,Gondar,,,,2,,Twice/day,yes milk,,,,,,,,,16,,,,,,,,,,no,,,,,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,,,,,,,no,,,,,,,,,,2
312,,,,,,weeks,4,4,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Good,,,,1,e.bovis,yes,yes,,,,,,,,,,,,,,Gondar,,,,2,,Twice/day,yes milk,,,,,,,,,6,,,,,,,,,,no,,,,,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,,,,,,,yes,,,,,,,,,,2
313,,,,,,weeks,5,5,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,1,e.bovis,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,4,,,,,,,,,,no,,,,5,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,,,day,normal,,,,,,yes,,,,,,,,,,2
314,,,,,,weeks,4,4,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,1,,2,,Twice/day,yes milk,,,,,yes,,,,4,,,,,,,,,,no,,,tricuris,1,,,,,,,Peri-urban,,,,,,,,,,,,0,,,,,,0,1,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,assisted/dystocia,,,,,,yes,,,,,,,,,,2
315,,,,,,weeks,6,6,,,,,,no,yes,,Same cow barn,,Improved/Crossbred,Medium,,,,0,,yes,yes,0,,,,1,,,,,,,,,Gondar,,0,,1,,Twice/day,yes milk,,,,,yes,,,,4,,,,,,,,,,no,,,,2,,,,,,,Peri-urban,,,,,,,,,,,,,,,,,,,,0,,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,night,normal,,,,,,yes,,,,,,,,,,2
